STATE,STATENAME,ST_CASE,VEH_NO,PVE_FORMS,PMONTH,PMONTHNAME,PDAY,PDAYNAME,PHOUR,PHOURNAME,PMINUTE,PMINUTENAME,PHARM_EV,PHARM_EVNAME,PMAN_COLL,PMAN_COLLNAME,PNUMOCCS,PNUMOCCSNAME,PTYPE,PTYPENAME,PHIT_RUN,PHIT_RUNNAME,PREG_STAT,PREG_STATNAME,POWNER,POWNERNAME,PVIN,PVINNAME,PMODYEAR,PMODYEARNAME,PVPICMAKE,PVPICMAKENAME,PVPICMODEL,PVPICMODELNAME,PVPICBODYCLASS,PVPICBODYCLASSNAME,PMAKE,PMAKENAME,PMODEL,PBODYTYP,PBODYTYPNAME,PICFINALBODY,PICFINALBODYNAME,PGVWR_FROM,PGVWR_FROMNAME,PGVWR_TO,PGVWR_TONAME,PTRAILER,PTRAILERNAME,PTRLR1VIN,PTRLR1VINNAME,PTRLR2VIN,PTRLR2VINNAME,PTRLR3VIN,PTRLR3VINNAME,PTRLR1GVWR,PTRLR1GVWRNAME,PTRLR2GVWR,PTRLR2GVWRNAME,PTRLR3GVWR,PTRLR3GVWRNAME,PMCARR_ID,PMCARR_IDNAME,PMCARR_I1,PMCARR_I1NAME,PMCARR_I2,PMCARR_I2NAME,PV_CONFIG,PV_CONFIGNAME,PCARGTYP,PCARGTYPNAME,PHAZ_INV,PHAZ_INVNAME,PHAZPLAC,PHAZPLACNAME,PHAZ_ID,PHAZ_IDNAME,PHAZ_CNO,PHAZ_CNONAME,PHAZ_REL,PHAZ_RELNAME,PBUS_USE,PBUS_USENAME,PSP_USE,PSP_USENAME,PEM_USE,PEM_USENAME,PUNDEROVERRIDE,PUNDEROVERRIDENAME,PIMPACT1,PIMPACT1NAME,PVEH_SEV,PVEH_SEVNAME,PTOWED,PTOWEDNAME,PM_HARM,PM_HARMNAME,PFIRE,PFIRENAME,PMAK_MOD,PMAK_MODNAME,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PDEATHS
12,Florida,123191,5,2,12,December,8,8,8,8:00am-8:59am,4,4,12,Motor Vehicle In-Transport,6,Angle,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,5NPD84LF1JH2,5NPD84LF1JH2,2018,2018,498,Hyundai,2735,Elantra,13,Sedan/Saloon,55,Hyundai,35,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,55035,Hyundai Elantra,5,N,P,D,8,4,L,F,1,J,H,2,0
12,Florida,123191,6,2,12,December,8,8,8,8:00am-8:59am,4,4,12,Motor Vehicle In-Transport,6,Angle,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1GCHG35U2511,1GCHG35U2511,2005,2005,467,Chevrolet,1848,Express,95,Cargo Van,20,Chevrolet,461,21,"Large Van-Includes van-based buses (B150-B350, Sportsman, Royal Maxiwagon, Ram, Tradesman,...)",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,20461,Chevrolet G-series van,1,G,C,H,G,3,5,U,2,5,1,1,0
12,Florida,123191,7,2,12,December,8,8,8,8:00am-8:59am,4,4,12,Motor Vehicle In-Transport,6,Angle,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1GNSCMKD2PR2,1GNSCMKD2PR2,2023,2023,467,Chevrolet,1852,Tahoe,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),20,Chevrolet,421,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,12,12 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,20421,Chevrolet Fullsize Blazer/Tahoe,1,G,N,S,C,M,K,D,2,P,R,2,0
12,Florida,123222,2,1,11,November,9,9,20,8:00pm-8:59pm,28,28,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,5FNYF6H74GB1,5FNYF6H74GB1,2016,2016,474,Honda,1864,Pilot,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),37,Honda,421,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,3,3 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,37421,Honda Pilot,5,F,N,Y,F,6,H,7,4,G,B,1,0
12,Florida,123222,3,1,11,November,9,9,20,8:00pm-8:59pm,28,28,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,4T1BK1EB3EU0,4T1BK1EB3EU0,2014,2014,448,Toyota,2465,Avalon,13,Sedan/Saloon,49,Toyota,43,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,49043,Toyota Avalon,4,T,1,B,K,1,E,B,3,E,U,0,0
12,Florida,123236,3,2,12,December,31,31,18,6:00pm-6:59pm,2,2,12,Motor Vehicle In-Transport,2,Front-to-Front,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,JT3GN86R3W00,JT3GN86R3W00,1998,1998,448,Toyota,2216,4-Runner,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),49,Toyota,401,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,12,12 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,49401,Toyota 4-Runner,J,T,3,G,N,8,6,R,3,W,0,0,0
12,Florida,123242,2,1,12,December,31,31,17,5:00pm-5:59pm,32,32,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,JN8AZ08T85W3,JN8AZ08T85W3,2005,2005,478,Nissan,1914,Murano,8,Crossover Utility Vehicle (CUV),35,Nissan/Datsun,49,6,Station Wagon (excluding van and truck based),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,7,Not Applicable,61,Left,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,35049,"Nissan/Datsun Murano (For 2003-2018 only.  For model years 2019 on, see 35-422.)",J,N,8,A,Z,0,8,T,8,5,W,3,0
12,Florida,123315,2,1,5,May,23,23,14,2:00pm-2:59pm,52,52,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1G11C5SL5FU1,1G11C5SL5FU1,2015,2015,467,Chevrolet,1834,Malibu,13,Sedan/Saloon,20,Chevrolet,37,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,20037,Chevrolet Malibu/Malibu Maxx,1,G,1,1,C,5,S,L,5,F,U,1,0
12,Florida,123315,3,1,5,May,23,23,14,2:00pm-2:59pm,52,52,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,4T1BK3EK5AU1,4T1BK3EK5AU1,2010,2010,448,Toyota,2469,Camry,13,Sedan/Saloon,49,Toyota,40,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,6,Disabling Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,49040,Toyota Camry,4,T,1,B,K,3,E,K,5,A,U,1,0
12,Florida,123318,2,1,9,September,5,5,19,7:00pm-7:59pm,29,29,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,5YFEPRAE4LP0,5YFEPRAE4LP0,2020,2020,448,Toyota,2208,Corolla,13,Sedan/Saloon,49,Toyota,32,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,12,12 Clock Point,6,Disabling Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,49032,Toyota Corolla,5,Y,F,E,P,R,A,E,4,L,P,0,0
13,Georgia,130035,2,1,2,February,13,13,12,12:00pm-12:59pm,34,34,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,01,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,12,Florida,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,4T1C11AK4MU4,4T1C11AK4MU4,2021,2021,448,Toyota,2469,Camry,13,Sedan/Saloon,49,Toyota,40,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,8,Not Reported,6,6 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,49040,Toyota Camry,4,T,1,C,1,1,A,K,4,M,U,4,1
13,Georgia,130035,3,1,2,February,13,13,12,12:00pm-12:59pm,34,34,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,2,02,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1GNLRFED3AJ2,1GNLRFED3AJ2,2010,2010,467,Chevrolet,1853,Traverse,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),20,Chevrolet,24,6,Station Wagon (excluding van and truck based),0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,20024,Chevrolet Traverse (2009-2012 only.  For 2013 on see model 423.),1,G,N,L,R,F,E,D,3,A,J,2,0
13,Georgia,130081,2,1,3,March,21,21,11,11:00am-11:59am,0,0,53,Mail Box,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3D73Y4CL3BG5,3D73Y4CL3BG5,2011,2011,476,Dodge,1938,Ram,60,Pickup,7,Dodge,880,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",0,Not Applicable,13,"Class 3: 10,001 - 14,000 lbs. (4,536 - 6,350 kg)",13,"Class 3: 10,001 - 14,000 lbs. (4,536 - 6,350 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,88888888888,None,88,None,888888888,None,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,4,4 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,7880,"Dodge Medium/Heavy Pickup (pickup-style only – over 10,000 lbs)",3,D,7,3,Y,4,C,L,3,B,G,5,0
13,Georgia,130081,3,1,3,March,21,21,11,11:00am-11:59am,0,0,53,Mail Box,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,92,No Registration,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,2C3KA43R36H5,2C3KA43R36H5,2006,2006,477,Chrysler,1878,300,13,Sedan/Saloon,6,Chrysler,51,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,6,Disabling Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,6051,Chrysler 300M/300/300C/300S,2,C,3,K,A,4,3,R,3,6,H,5,0
13,Georgia,130124,2,1,3,March,26,26,8,8:00am-8:59am,13,13,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,2C3CDYBT5CH2,2C3CDYBT5CH2,2012,2012,476,Dodge,1893,Challenger,3,Coupe,7,Dodge,28,2,"2-door sedan,hardtop,coupe",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,7028,Dodge Challenger (2008 on; for 1970-74 see model 005),2,C,3,C,D,Y,B,T,5,C,H,2,0
13,Georgia,130159,2,1,1,January,15,15,2,2:00am-2:59am,45,45,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,NM0LS7E78H13,NM0LS7E78H13,2017,2017,460,Ford,1811,Transit Connect,95,Cargo Van,12,Ford,444,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,12444,Ford Transit Connect,N,M,0,L,S,7,E,7,8,H,1,3,0
13,Georgia,130177,2,1,1,January,25,25,0,0:00am-0:59am,56,56,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,5J8TB2H56CA0,5J8TB2H56CA0,2012,2012,475,Acura,1871,RDX,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),54,Acura,402,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,81,Right,6,Disabling Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,54402,Acura RDX,5,J,8,T,B,2,H,5,6,C,A,0,0
13,Georgia,130177,3,1,1,January,25,25,0,0:00am-0:59am,56,56,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,2GKALMEKXD63,2GKALMEKXD63,2013,2013,472,GMC,1858,Terrain,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),23,GMC,402,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,81,Right,2,Minor Damage,5,Not Towed,14,Parked Motor Vehicle,0,No or Not Reported,23402,GMC Terrain,2,G,K,A,L,M,E,K,X,D,6,3,0
13,Georgia,130291,2,1,3,March,27,27,0,0:00am-0:59am,25,25,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,2,Motor Vehicle Not In-Transport Within the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,3C7WRMDL4JG2,3C7WRMDL4JG2,2018,2018,496,Ram,13625,5500,60,Pickup,7,Dodge,880,67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",0,Not Applicable,15,"Class 5: 16,001 - 19,500 lbs. (7,258 - 8,845 kg)",15,"Class 5: 16,001 - 19,500 lbs. (7,258 - 8,845 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77777777777,Not Reported,77,Not Reported,777777777,Not Reported,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,6,6 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,7880,"Dodge Medium/Heavy Pickup (pickup-style only – over 10,000 lbs)",3,C,7,W,R,M,D,L,4,J,G,2,0
13,Georgia,130303,2,1,2,February,24,24,1,1:00am-1:59am,53,53,14,Parked Motor Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,None,3,Motor Vehicle Not In-Transport Outside the Trafficway,0,No,13,Georgia,6,Driverless/Motor Vehicle Parked/Stopped Off Roadway,1FTFW1CV6AFD,1FTFW1CV6AFD,2010,2010,460,Ford,1801,F-150,60,Pickup,12,Ford,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,00000000000,Not Applicable,0,Not Applicable,000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,No Underride or Override,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,12481,Ford F-Series pickup,1,F,T,F,W,1,C,V,6,A,F,D,0
