ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
240230,2,1,0,0,19,0,0,0,0,0,0,0
240230,3,1,0,0,0,0,0,0,0,0,0,0
240231,0,1,14,14,14,14,14,14,14,14,14,14
240231,1,1,0,0,0,0,0,0,0,0,0,22
240232,1,1,0,0,0,0,0,0,0,0,0,0
240233,1,1,0,0,0,5,0,0,0,0,2,0
240233,2,1,29,29,29,29,29,29,29,29,29,29
240234,1,1,0,0,0,0,0,0,0,0,0,0
240234,2,1,0,0,0,0,0,0,0,0,0,0
240234,3,1,0,0,0,0,0,0,0,0,0,28
240235,0,1,0,0,0,0,0,0,0,0,0,0
240235,1,1,11,11,11,11,11,11,11,11,11,11
240236,0,1,26,26,26,26,26,26,26,26,26,26
240236,1,1,0,0,0,0,0,0,0,0,0,0
240237,1,1,9,0,0,0,0,0,0,0,0,0
240238,1,1,0,0,0,0,0,0,0,0,0,0
240238,2,1,0,0,0,0,0,0,0,0,0,0
240238,3,1,0,0,0,0,0,0,4,0,0,0
240239,1,1,0,0,0,0,0,0,0,17,0,0
240240,1,1,0,0,0,0,0,0,0,0,0,0
240240,2,1,0,17,0,0,0,0,0,0,0,0
240241,1,1,0,0,0,0,0,0,0,0,0,0
240241,2,1,0,0,0,0,0,0,0,0,0,0
240242,1,1,0,0,0,0,0,0,0,0,0,0
240243,1,1,0,0,0,0,0,0,0,0,0,0
240244,1,1,0,0,0,0,0,0,0,0,0,0
240244,2,1,0,0,0,0,0,0,0,0,0,19
240245,1,1,0,0,0,0,0,0,0,0,0,0
240246,1,1,25,25,25,25,25,25,25,25,25,25
240247,1,1,32,32,32,32,32,32,32,32,32,32
240248,1,1,32,32,32,32,32,32,32,32,32,32
240249,0,1,0,0,0,0,0,0,0,0,0,0
240249,0,2,0,0,0,0,0,22,0,0,0,0
240249,1,1,0,0,0,0,0,0,0,0,0,0
240250,0,1,0,0,0,0,0,0,0,0,0,0
240250,1,1,0,8,0,0,0,14,0,0,0,0
240251,1,1,0,0,0,0,0,0,0,0,0,0
240251,2,1,0,0,0,0,0,0,0,0,0,0
240252,0,1,0,0,0,0,0,0,0,0,0,0
240252,1,1,0,0,0,0,0,0,0,0,0,0
240253,1,1,14,14,14,14,14,14,14,14,14,14
240254,1,1,0,9,0,0,0,0,0,13,0,0
240254,2,1,0,0,0,0,0,0,0,0,0,0
240254,3,1,0,0,0,0,0,0,0,0,0,0
240255,0,1,11,11,11,11,11,11,11,11,11,11
240255,1,1,0,0,0,20,0,0,0,0,0,0
240256,1,1,0,0,0,0,0,0,0,0,0,0
240256,2,1,0,0,0,0,0,0,0,0,0,0
240257,1,1,0,0,0,0,0,0,0,0,0,0
240258,1,1,0,0,0,0,0,0,0,0,0,0
240258,2,1,0,0,0,0,0,0,0,0,0,0
240259,1,1,11,11,11,11,11,11,11,11,11,11
240260,1,1,5,5,5,5,5,5,5,5,5,5
240261,0,1,0,0,0,0,0,0,0,0,0,0
240261,1,1,14,13,0,0,0,0,0,3,0,7
240262,1,1,18,0,27,0,0,0,0,0,0,13
240262,2,1,0,0,0,0,0,0,0,0,0,0
240263,1,1,0,0,0,0,0,0,0,0,0,0
240263,2,1,0,0,0,0,0,0,0,0,0,0
240264,1,1,0,0,0,0,0,0,0,0,0,0
240265,0,1,0,0,0,0,0,0,0,0,0,0
240265,1,1,0,0,0,9,0,19,0,0,0,0
240266,1,1,29,29,29,29,29,29,29,29,29,29
240267,0,1,0,0,0,0,0,0,0,0,0,0
240267,1,1,0,8,0,11,0,0,0,0,0,0
240268,1,1,7,14,0,10,35,12,10,0,14,16
240269,0,1,0,0,0,0,0,0,0,0,0,0
240269,1,1,0,0,0,0,0,22,0,0,0,24
240270,0,1,0,0,0,0,0,0,0,0,0,0
240270,1,1,0,0,0,0,4,7,0,0,0,0
240271,1,1,0,0,0,0,0,0,0,0,0,0
240272,1,1,0,0,0,0,0,0,0,0,0,0
240273,0,1,0,0,0,0,0,0,0,0,0,0
240273,1,1,13,13,13,13,13,13,13,13,13,13
240274,1,1,0,30,0,0,0,0,0,0,0,15
240274,2,1,0,0,0,0,0,0,0,0,0,0
240275,1,1,0,0,0,0,0,0,0,0,0,0
240275,2,1,0,0,0,0,0,0,0,0,0,0
240276,1,1,0,0,0,0,0,0,0,0,0,0
240276,2,1,0,0,0,0,0,0,0,0,0,0
240277,1,1,0,0,0,0,0,0,0,0,0,0
240277,2,1,0,0,0,0,0,0,0,0,0,0
240278,1,1,0,0,0,0,0,31,0,0,0,0
240279,1,1,0,0,0,0,0,0,0,0,0,0
240279,2,1,0,0,0,0,0,0,0,0,7,0
240281,1,1,0,0,0,0,0,0,0,0,0,0
240282,1,1,0,0,0,0,0,0,0,0,0,0
240282,2,1,0,0,0,0,0,0,0,0,0,0
240282,3,1,0,0,0,0,0,0,18,0,0,0
240282,4,1,0,0,0,0,16,7,0,0,0,0
240282,5,1,15,0,0,10,0,26,0,0,0,18
240283,1,1,13,30,14,21,12,9,0,23,34,28
240283,2,1,29,0,0,0,0,0,0,0,0,0
240284,1,1,0,0,0,14,0,23,0,0,0,0
240285,1,1,0,0,0,0,0,0,0,0,0,0
240285,2,1,0,0,0,0,0,0,0,0,0,0
240286,1,1,0,0,0,0,0,0,0,0,0,0
240287,1,1,0,0,0,0,0,0,0,29,0,5
240287,2,1,5,5,5,5,5,5,5,5,5,5
240288,1,1,0,0,0,0,0,0,0,0,0,0
240289,1,1,0,0,0,0,0,0,0,0,0,0
240289,2,1,0,0,0,0,0,0,0,0,0,0
240290,0,1,0,0,0,0,0,0,0,0,0,0
240290,1,1,0,0,0,0,0,0,5,0,0,0
240291,1,1,17,17,17,17,17,17,17,17,17,17
240291,2,1,0,0,0,0,0,0,0,0,0,0
240291,3,1,0,0,0,0,0,0,0,0,0,0
240292,1,1,0,27,0,0,0,0,21,0,0,0
240293,1,1,23,23,23,23,23,23,23,23,23,23
240294,1,1,0,0,0,0,0,0,0,0,0,0
240295,1,1,0,0,0,0,0,0,0,0,0,0
240295,2,1,0,0,0,0,0,0,0,0,0,0
240295,3,1,0,0,0,0,0,0,0,0,0,0
240296,0,1,0,0,0,0,0,0,0,0,0,0
240296,1,1,0,0,12,0,0,0,0,0,6,0
240297,1,1,0,0,0,0,0,0,0,0,0,0
240298,1,1,0,8,21,0,13,22,28,0,0,21
240299,0,1,0,0,0,0,0,0,0,0,0,0
240299,1,1,0,0,0,0,0,0,0,0,0,0
240301,1,1,0,11,0,0,0,0,0,0,0,0
240301,2,1,0,0,0,0,0,0,0,0,0,0
240302,1,1,0,0,0,0,0,0,0,0,0,0
240302,2,1,0,0,0,13,0,0,0,0,0,0
240302,3,1,0,0,0,28,0,0,0,0,0,11
240302,4,1,0,0,0,0,0,0,9,0,0,0
240304,1,1,0,0,0,0,0,0,29,0,0,0
240304,2,1,0,0,0,0,0,0,0,0,0,0
240305,1,1,22,22,22,22,22,22,22,22,22,22
240306,0,1,4,4,4,4,4,4,4,4,4,4
240306,1,1,0,21,0,0,20,22,12,0,0,0
240307,1,1,17,17,17,17,17,17,17,17,17,17
240307,2,1,0,24,0,0,0,0,0,0,0,0
240308,1,1,0,0,0,0,0,0,0,0,0,0
240309,1,1,0,0,0,0,0,0,0,0,0,0
240309,2,1,0,0,0,0,0,0,0,0,0,0
240310,0,1,17,17,17,17,17,17,17,17,17,17
240310,1,1,0,0,0,0,0,0,0,0,14,0
240312,1,1,10,16,6,18,0,19,0,7,8,12
240314,1,1,0,0,0,0,0,0,0,0,0,0
240314,2,1,0,0,0,0,0,0,0,0,0,0
240315,1,1,0,15,0,0,0,0,0,0,0,0
240316,0,1,0,0,0,0,0,0,0,0,0,0
240316,1,1,7,0,0,0,0,0,0,0,0,2
240317,0,1,0,0,0,0,0,0,0,0,0,0
240317,0,2,0,0,0,0,10,0,0,0,0,0
240317,0,3,0,0,0,0,0,0,0,0,14,0
240317,1,1,0,0,0,0,0,0,0,0,0,0
240318,1,1,0,16,0,0,0,0,0,0,0,0
240318,2,1,0,0,0,0,0,0,0,0,0,0
240320,1,1,28,28,28,28,28,28,28,28,28,28
240321,1,1,0,0,0,0,0,0,0,12,0,0
240321,2,1,0,0,21,0,0,0,0,0,16,0
240322,1,1,14,14,14,14,14,14,14,14,14,14
240322,2,1,0,0,0,19,0,0,0,0,0,0
240323,1,1,13,13,13,13,13,13,13,13,13,13
240323,2,1,0,0,0,0,0,14,0,0,0,0
240324,1,1,12,12,12,12,12,12,12,12,12,12
240325,1,1,0,0,0,0,0,0,0,0,0,0
240325,2,1,0,0,0,0,0,0,0,4,0,0
240325,3,1,0,0,0,0,0,0,0,0,0,0
240325,4,1,0,0,0,9,0,0,0,0,6,0
240325,5,1,0,0,0,0,0,0,0,0,0,0
240325,6,1,0,0,0,0,0,0,0,0,0,0
240326,1,1,15,15,15,15,15,15,15,15,15,15
240327,1,1,0,0,14,0,0,15,0,0,0,5
240328,0,1,8,22,3,0,0,0,23,0,19,0
240328,1,1,8,0,0,0,16,13,0,0,6,0
240329,0,1,17,17,17,17,17,17,17,17,17,17
240329,1,1,18,0,0,0,0,0,0,0,0,0
240330,1,1,0,0,0,0,0,0,0,0,0,0
240330,2,1,0,0,0,0,0,0,0,0,0,0
240331,0,1,0,0,0,0,0,0,0,0,0,0
240331,1,1,0,0,0,0,0,0,2,24,0,0
240331,2,1,0,0,0,0,0,0,15,0,21,0
240331,3,1,0,0,0,0,0,0,0,3,0,0
240332,1,1,0,0,0,0,0,0,0,0,0,0
240332,2,1,13,0,0,6,0,16,0,0,14,0
240333,1,1,28,28,28,28,28,28,28,28,28,28
240334,0,1,0,0,0,0,0,0,0,0,0,0
240334,1,1,0,32,0,0,0,0,0,0,0,0
240334,3,1,0,0,0,0,0,0,0,0,0,0
240334,4,1,0,0,0,0,0,0,0,0,0,0
240335,1,1,0,0,0,0,0,0,0,0,0,0
240335,2,1,0,0,0,0,0,0,0,0,0,0
240335,3,1,0,0,0,0,0,0,0,0,0,0
240335,4,1,0,0,0,0,0,0,0,0,0,0
240336,0,1,0,0,0,0,0,0,0,0,0,0
240336,1,1,0,0,0,0,0,0,0,0,0,0
240337,1,1,0,16,0,0,0,0,0,0,6,12
240337,2,1,0,0,0,0,0,0,0,0,0,0
240337,3,1,0,0,0,0,0,0,0,0,0,0
240338,1,1,0,0,0,0,0,0,0,0,0,0
240338,2,1,0,0,0,0,0,0,0,0,0,0
240339,0,1,35,35,35,35,35,35,35,35,35,35
240339,1,1,0,0,0,0,12,0,0,0,0,0
240340,1,1,0,0,0,0,0,0,0,0,0,0
240340,2,1,0,0,0,0,0,0,0,0,0,0
240340,3,1,0,0,0,0,0,0,0,0,0,0
240340,4,1,0,0,0,0,0,0,0,0,0,0
240341,0,1,0,0,0,0,0,0,0,0,0,0
240341,1,1,0,0,0,0,0,0,0,0,0,0
240342,0,1,0,0,0,0,0,0,0,0,0,0
240342,1,1,0,0,0,26,0,0,0,0,0,0
240343,0,1,0,0,0,0,0,0,0,0,0,0
240343,1,1,35,35,35,35,35,35,35,35,35,35
240344,1,1,32,14,12,14,21,12,8,0,7,8
240345,1,1,0,0,0,0,0,0,0,0,0,0
240346,1,1,0,0,0,0,0,0,0,0,0,0
240347,1,1,0,0,0,0,0,0,0,0,0,0
240347,2,1,0,0,0,0,0,0,0,0,0,0
240347,3,1,0,0,0,17,0,0,0,0,0,0
240347,4,1,0,0,16,0,0,0,0,0,0,36
240347,5,1,0,0,0,0,0,0,0,0,0,0
240348,1,1,24,24,24,24,24,24,24,24,24,24
240348,2,1,0,0,0,0,0,0,0,0,0,0
240349,0,1,4,4,4,4,4,4,4,4,4,4
240349,1,1,0,0,0,0,0,35,0,0,0,0
240350,0,1,0,0,0,0,0,0,0,0,0,0
240350,1,1,0,0,0,0,0,0,0,0,0,6
240351,1,1,14,14,14,14,14,14,14,14,14,14
240351,2,1,0,0,0,0,0,0,0,0,0,0
240352,1,1,0,0,0,0,0,0,0,0,0,0
240352,2,1,0,0,0,0,20,0,0,0,0,0
240353,0,1,0,0,0,0,0,0,0,0,0,0
240353,1,1,0,0,0,0,0,3,0,0,0,12
240354,1,1,0,0,0,0,0,0,0,0,0,0
240354,2,1,0,0,0,0,0,0,0,0,0,0
240355,0,1,0,0,0,0,21,0,0,15,0,0
240355,1,1,0,0,0,0,0,0,0,0,0,0
240355,2,1,0,0,0,0,0,0,0,0,0,0
240356,0,1,0,0,0,0,0,0,0,0,0,0
240356,1,1,0,0,13,0,0,0,0,0,15,0
240357,1,1,6,8,8,17,19,9,6,15,12,20
240358,0,1,24,24,24,24,24,24,24,24,24,24
240358,1,1,0,0,0,0,0,9,18,0,0,0
240359,1,1,0,0,0,12,0,0,21,0,0,0
240359,2,1,12,0,12,0,0,0,14,0,0,0
240360,1,1,0,0,0,0,0,0,0,0,0,0
240361,1,1,25,25,25,25,25,25,25,25,25,25
240362,0,1,0,0,0,0,0,0,0,0,0,0
240362,1,1,11,25,12,28,5,16,6,17,12,10
240362,2,1,17,0,0,0,0,0,0,0,0,0
240363,0,1,0,0,0,0,0,0,0,0,0,0
240363,1,1,0,0,0,0,0,0,0,0,0,0
240364,1,1,24,0,6,18,0,9,0,22,0,18
240365,0,1,19,19,19,19,19,19,19,19,19,19
240365,1,1,0,0,17,0,0,0,0,0,0,20
240366,1,1,0,0,0,0,0,0,0,0,0,0
240366,2,1,10,10,10,10,10,10,10,10,10,10
240367,0,1,5,5,5,5,5,5,5,5,5,5
240367,1,1,0,0,0,0,0,0,0,0,0,0
240368,1,1,0,0,0,0,0,0,0,0,0,0
240369,1,1,0,0,0,0,0,0,0,0,19,0
240369,2,1,0,0,0,0,0,0,0,0,0,0
240370,1,1,0,0,0,0,0,0,0,0,0,0
240370,2,1,0,0,0,0,0,0,0,0,0,0
240371,1,1,0,0,0,0,0,0,0,0,0,0
240372,1,1,0,0,0,0,0,0,0,0,0,0
240373,1,1,0,0,0,0,0,0,0,0,0,0
240374,1,1,0,0,0,0,0,0,0,0,0,0
240374,2,1,0,23,10,0,0,0,13,31,15,14
240375,1,1,0,0,0,0,0,0,0,0,0,0
240376,0,1,0,0,0,0,0,0,0,0,0,0
240376,1,1,0,0,0,29,0,0,0,0,0,0
240377,1,1,0,0,12,0,0,0,0,0,0,0
240377,2,1,0,0,0,0,0,0,0,0,0,0
240378,1,1,0,0,0,0,0,0,0,0,0,0
240379,1,1,0,0,0,0,0,0,0,0,0,0
240379,2,1,0,0,0,0,0,0,0,0,0,0
240379,3,1,0,0,0,0,0,0,0,0,0,0
240380,1,1,0,0,0,2,0,0,0,0,0,0
240380,2,1,17,23,0,0,5,0,0,0,0,0
240381,1,1,8,8,8,8,8,8,8,8,8,8
240381,2,1,0,0,0,0,0,0,0,0,0,0
240382,1,1,0,0,0,0,0,0,0,0,0,0
240383,1,1,26,0,0,0,0,0,0,0,0,0
240383,2,1,0,0,0,0,0,0,0,0,0,0
240384,0,1,0,0,0,0,0,0,0,0,0,0
240384,1,1,0,0,0,0,0,0,0,0,0,14
240385,0,1,0,0,0,0,0,0,0,0,0,0
240385,1,1,0,0,0,0,0,0,0,0,0,0
240386,1,1,0,0,0,0,0,0,0,0,0,0
240386,2,1,0,0,15,0,0,0,0,0,0,0
240387,0,1,0,0,0,0,0,0,0,0,0,0
240387,1,1,0,0,0,3,0,0,0,15,0,0
240388,0,1,30,30,30,30,30,30,30,30,30,30
240388,1,1,0,0,0,0,0,0,17,0,0,0
240389,1,1,0,0,0,0,0,0,0,0,0,0
240389,2,1,0,0,0,0,0,0,0,0,0,0
240390,1,1,9,9,9,9,9,9,9,9,9,9
240391,1,1,8,0,14,0,0,0,0,0,0,0
240392,1,1,18,18,18,18,18,18,18,18,18,18
240392,2,1,0,0,0,0,0,0,0,0,0,0
240393,1,1,19,19,19,19,19,19,19,19,19,19
240394,0,1,20,20,20,20,20,20,20,20,20,20
240394,1,1,18,18,18,18,18,18,18,18,18,18
240395,0,1,0,0,0,0,0,0,0,0,0,0
240395,1,1,0,0,0,0,0,0,0,0,0,0
240397,1,1,0,0,12,0,0,0,0,0,0,0
240397,2,1,0,0,0,0,0,0,0,13,0,0
240398,1,1,19,19,19,19,19,19,19,19,19,19
240398,2,1,32,0,0,0,0,0,0,0,0,0
240398,3,1,12,0,0,0,0,0,0,0,0,0
240399,1,1,0,0,0,0,0,0,0,0,0,0
240399,2,1,0,6,0,0,0,0,0,0,0,14
240400,1,1,0,0,0,0,9,0,0,0,0,0
240400,2,1,0,0,0,0,0,0,0,0,0,0
240401,1,1,22,22,22,22,22,22,22,22,22,22
240402,1,1,0,0,0,0,0,0,0,0,0,0
240402,2,1,0,0,0,0,0,0,0,0,0,0
240403,0,1,0,0,0,0,0,0,0,0,0,0
240403,1,1,0,0,0,0,0,0,0,0,0,0
240404,1,1,0,0,0,0,0,0,0,0,0,0
240404,2,1,0,0,0,0,0,0,0,0,0,5
240404,3,1,0,0,0,0,0,0,0,0,0,0
240405,1,1,0,0,0,0,0,0,0,0,0,0
240405,2,1,0,0,0,0,0,0,0,0,0,0
240406,1,1,0,0,0,0,0,0,0,0,0,0
240407,0,1,29,29,29,29,29,29,29,29,29,29
240407,1,1,0,0,0,0,0,0,0,0,0,0
240408,0,1,0,0,0,0,0,0,0,0,0,0
240408,1,1,25,25,25,25,25,25,25,25,25,25
240408,2,1,0,0,0,21,0,0,0,0,0,0
240408,4,1,0,0,0,0,0,0,0,0,0,0
240409,0,1,0,0,0,0,0,0,0,0,0,0
240409,1,1,1,1,1,1,1,1,1,1,1,1
240410,0,1,29,29,29,29,29,29,29,29,29,29
240410,1,1,0,8,7,10,0,0,0,0,0,0
240411,1,1,0,0,0,0,0,0,0,0,0,0
240411,2,1,0,0,0,0,0,0,0,0,0,0
240412,1,1,8,8,8,8,8,8,8,8,8,8
240413,1,1,9,0,0,0,20,0,13,0,16,29
240413,2,1,0,0,0,0,12,0,0,0,0,0
240414,1,1,0,0,0,0,0,0,0,0,0,0
240414,2,1,0,0,0,0,0,0,0,0,0,0
240415,1,1,0,0,0,0,0,0,0,0,22,0
240415,2,1,0,0,0,0,0,0,0,0,0,0
240416,0,1,0,0,0,0,0,0,0,0,0,0
240416,1,1,0,0,0,0,0,0,0,0,0,0
240417,0,1,0,0,0,0,0,0,0,0,0,0
240417,1,1,0,0,0,0,0,0,0,0,0,0
240418,1,1,0,0,0,0,0,0,0,0,0,0
240418,2,1,0,0,0,0,0,0,0,0,0,0
240419,0,1,11,11,11,11,11,11,11,11,11,11
240419,1,1,19,0,0,0,0,0,0,0,0,0
240420,1,1,0,0,0,0,0,0,0,0,0,0
240420,2,1,0,0,0,0,0,0,0,0,0,0
240421,1,1,0,0,0,0,0,0,0,0,6,6
240422,1,1,0,26,18,0,0,7,8,0,0,0
240423,1,1,0,0,0,0,0,0,0,0,0,0
240423,2,1,0,0,0,0,0,0,0,0,0,0
240424,0,1,0,0,0,0,0,0,0,0,0,0
240424,1,1,0,0,5,0,0,0,0,0,0,0
240425,1,1,0,0,0,0,0,0,0,0,0,0
240426,0,1,0,0,0,0,0,0,0,0,0,0
240426,1,1,10,22,0,18,0,0,37,0,9,20
240427,0,1,7,7,7,7,7,7,7,7,7,7
240427,1,1,0,0,0,0,0,0,0,0,0,0
240427,2,1,0,0,0,0,0,0,0,0,0,0
240428,1,1,0,0,0,0,11,0,0,0,0,0
240429,1,1,0,0,0,0,0,0,0,0,0,0
240429,2,1,0,0,0,0,0,0,0,0,0,0
240430,0,1,22,22,22,22,22,22,22,22,22,22
240430,1,1,0,0,0,0,21,10,0,0,0,0
240431,1,1,0,0,0,0,0,0,0,0,0,0
240431,2,1,0,0,0,0,0,0,0,0,0,0
240431,3,1,0,0,0,0,0,0,0,0,0,0
240432,1,1,0,0,0,0,0,0,0,0,0,0
240432,2,1,0,0,0,0,0,0,0,0,0,0
240433,1,1,0,0,0,0,0,0,0,0,0,0
240433,2,1,0,0,0,0,0,0,0,0,0,0
240434,1,1,0,0,0,0,0,0,0,0,0,0
240434,2,1,0,0,0,26,15,0,0,0,0,0
240435,0,1,6,6,6,6,6,6,6,6,6,6
240435,1,1,0,8,0,0,0,0,0,0,0,10
240435,2,1,0,0,0,19,16,0,0,0,3,0
240436,1,1,0,0,0,0,0,0,0,0,0,0
240436,2,1,0,0,0,0,0,0,0,0,0,0
240436,3,1,0,0,0,0,0,17,0,0,0,0
240437,1,1,7,7,7,7,7,7,7,7,7,7
240437,2,1,0,0,0,0,0,0,15,0,16,4
240437,3,1,0,0,0,0,0,0,0,0,0,0
240438,1,1,0,0,0,0,0,0,0,0,0,0
240439,1,1,0,0,0,0,0,0,0,0,0,0
240439,2,1,0,0,0,0,0,0,0,0,0,10
240440,0,1,41,41,41,41,41,41,41,41,41,41
240440,1,1,0,0,0,0,0,9,0,0,0,0
240441,0,1,0,0,0,0,10,0,0,0,0,0
240441,1,1,0,0,0,0,0,0,0,0,0,0
240442,1,1,0,0,0,0,0,0,0,0,0,0
240442,2,1,0,0,0,0,0,0,0,0,0,0
240443,0,1,30,30,30,30,30,30,30,30,30,30
240443,1,1,0,0,0,0,0,0,0,0,0,0
240444,1,1,0,0,0,0,0,0,0,0,0,0
240444,2,1,0,0,0,0,0,13,0,0,0,0
240445,0,1,0,0,0,0,0,0,0,0,0,0
240445,1,1,0,0,0,18,0,0,0,0,0,0
240446,1,1,17,0,42,0,12,0,0,0,0,8
240446,2,1,0,0,0,0,0,0,0,0,0,0
240447,1,1,0,0,0,0,0,0,0,0,0,0
240447,2,1,0,0,0,28,17,16,0,0,0,0
240448,0,1,0,0,0,0,0,0,0,0,0,0
240448,1,1,0,0,0,0,0,0,0,0,0,0
240449,0,1,15,15,15,15,15,15,15,15,15,15
240449,1,1,0,0,37,6,0,0,0,16,0,0
240450,1,1,19,19,19,19,19,19,19,19,19,19
240451,1,1,0,0,0,0,0,0,0,0,0,0
240452,1,1,23,23,23,23,23,23,23,23,23,23
240453,0,1,0,0,0,0,0,0,0,0,0,0
240453,1,1,0,0,0,0,0,0,0,0,0,0
240454,0,1,22,0,24,26,23,18,10,27,0,12
240454,1,1,0,0,0,0,0,0,0,0,0,0
240455,1,1,0,0,0,0,0,0,0,0,0,0
240455,2,1,0,0,0,0,0,0,0,0,0,0
240456,0,1,0,0,0,0,0,0,0,0,0,0
240456,1,1,0,0,0,0,0,0,0,0,6,0
240457,1,1,0,0,0,0,0,0,0,0,0,0
240458,1,1,0,0,0,0,0,0,0,0,0,0
240458,2,1,0,0,0,0,0,0,0,0,0,0
240459,1,1,0,0,0,0,0,0,0,0,0,0
240460,1,1,0,0,0,0,0,0,0,0,0,0
240460,2,1,0,0,0,0,0,0,0,0,0,0
240461,1,1,0,0,0,0,0,0,0,0,0,0
240462,1,1,18,0,0,0,12,0,17,0,0,0
240462,2,1,0,0,0,0,0,0,0,0,0,0
240463,1,1,0,0,9,0,0,6,0,0,0,0
240463,2,1,0,12,0,0,0,0,0,0,0,0
240464,0,1,21,21,8,0,17,0,0,0,13,21
240464,1,1,0,0,0,0,0,0,0,0,0,0
240464,2,1,0,0,0,0,0,0,0,0,0,0
240465,0,1,0,0,0,0,0,0,0,0,0,0
240465,0,2,0,0,0,0,0,0,0,0,0,0
240465,0,3,20,0,9,0,0,0,2,21,13,0
240465,1,1,0,0,0,0,0,0,0,0,0,0
240466,0,1,0,0,0,0,0,0,0,0,0,0
240466,1,1,0,0,0,0,0,0,0,0,0,0
240466,2,1,0,5,0,0,0,0,7,0,0,0
240467,0,1,23,23,23,23,23,23,23,23,23,23
240467,1,1,0,0,8,13,0,0,0,0,4,0
240468,0,1,0,0,0,0,0,0,0,0,0,0
240468,1,1,0,0,0,0,0,0,0,0,0,0
240469,1,1,0,0,0,0,0,10,0,0,0,0
240469,2,1,0,0,0,0,0,0,0,0,0,0
240469,3,1,0,0,0,0,0,0,0,0,0,0
240469,4,1,0,0,0,0,0,0,0,0,0,0
240470,0,1,0,0,0,0,0,0,0,0,0,0
240470,1,1,0,0,0,0,0,0,0,0,0,0
240471,1,1,23,23,23,23,23,23,23,23,23,23
240472,1,1,0,0,0,17,0,8,0,0,0,0
240473,1,1,0,0,0,0,0,0,0,0,0,0
240473,2,1,7,7,7,7,7,7,7,7,7,7
240474,0,1,0,0,0,0,0,0,0,0,0,0
240474,1,1,0,0,0,0,0,0,0,0,0,0
240475,1,1,0,0,0,0,0,0,0,0,0,0
240475,2,1,0,0,0,0,0,0,11,0,19,0
240476,0,1,12,12,12,12,12,12,12,12,12,12
240476,1,1,0,0,0,0,0,0,0,0,0,0
240477,0,1,0,0,0,0,0,0,0,0,0,0
240477,1,1,0,0,0,0,0,0,0,0,0,0
240478,0,1,0,0,0,0,0,0,0,0,0,0
240478,1,1,0,0,0,0,1,0,0,0,0,0
240479,0,1,20,20,20,20,20,20,20,20,20,20
240479,1,1,0,0,0,0,0,0,0,0,0,0
240480,1,1,35,35,35,35,35,35,35,35,35,35
240481,1,1,8,0,21,22,12,15,28,0,0,19
240481,2,1,0,0,0,0,0,0,0,0,0,0
240482,1,1,0,0,0,0,0,0,0,0,0,0
240482,2,1,0,0,0,0,0,0,23,0,0,0
240483,0,1,0,0,0,0,0,0,0,0,0,0
240483,1,1,0,12,0,0,34,6,0,0,0,0
240484,0,1,0,0,0,0,0,19,29,0,0,0
240484,1,1,0,0,0,0,0,0,0,0,0,0
240484,2,1,0,17,0,0,0,0,0,0,0,0
240484,3,1,0,0,0,0,0,0,0,0,0,0
240485,1,1,8,8,8,8,8,8,8,8,8,8
240485,2,1,0,0,0,0,0,0,0,0,0,0
240486,0,1,0,0,0,0,0,0,0,0,0,0
240486,1,1,0,7,0,20,14,21,4,0,0,0
240486,2,1,0,22,0,0,0,0,11,27,7,0
240487,1,1,1,1,1,1,1,1,1,1,1,1
240487,2,1,0,0,0,0,0,0,0,0,0,0
240488,1,1,0,0,0,0,0,0,0,0,0,0
240488,2,1,0,0,0,0,0,0,0,0,0,0
240489,0,1,0,0,0,0,0,0,0,0,0,0
240489,1,1,0,32,0,0,0,0,7,0,0,0
240490,1,1,0,0,0,0,0,0,0,0,0,0
240491,1,1,19,19,19,19,19,19,19,19,19,19
240492,1,1,0,0,0,0,0,0,0,0,0,0
240493,0,1,0,0,0,0,0,0,0,0,0,28
240493,1,1,0,0,0,0,0,0,0,0,0,0
240494,1,1,0,19,14,0,0,0,0,0,18,0
240495,1,1,0,0,0,0,0,0,0,0,0,0
240496,1,1,0,0,0,0,0,0,0,0,0,0
240496,2,1,0,0,0,0,0,0,0,0,0,0
240496,3,1,0,0,0,0,0,0,0,0,0,0
240497,1,1,0,0,0,0,0,0,0,0,0,0
240497,2,1,0,0,4,0,0,0,0,0,0,0
240498,1,1,0,0,0,0,0,0,0,0,0,0
240498,2,1,0,0,0,0,0,0,0,0,0,0
240498,3,1,0,0,0,0,0,0,0,0,0,0
240499,0,1,0,18,0,0,0,0,26,0,0,13
240499,1,1,0,0,0,0,0,0,0,0,0,0
240500,0,1,12,12,12,12,12,12,12,12,12,12
240500,1,1,6,0,0,0,0,0,0,7,0,0
240501,0,1,31,31,31,31,31,31,31,31,31,31
240501,1,1,0,0,0,0,0,0,0,0,0,0
240502,0,1,0,0,0,0,0,0,0,0,0,0
240502,0,2,0,0,0,0,0,0,0,0,0,0
240502,1,1,0,0,0,0,0,0,0,0,0,0
240503,1,1,0,0,0,0,0,0,0,0,0,0
240504,1,1,27,27,27,27,27,27,27,27,27,27
240504,2,1,0,0,6,0,0,0,0,0,0,0
240505,1,1,27,27,27,27,27,27,27,27,27,27
240506,0,1,0,0,0,0,0,0,0,0,0,0
240506,1,1,0,0,0,0,0,0,0,0,0,0
240507,1,1,0,0,0,0,0,0,0,0,0,0
